文件名,特征,特征面数,打标签数量,准确率(%)
GFR_01482 , boss ,17,17,100.0
GFR_01481 , clip ,189,189,100.0
GFR_01481 , boss ,27,27,100.0
GFR_01480 , boss ,27,27,100.0
GFR_01489 , boss ,29,29,100.0
GFR_01489 , clip ,24,24,100.0
GFR_01478 , clip ,147,147,100.0
GFR_01498 , clip ,194,194,100.0
GFR_01503 , rib ,64,64,100.0
GFR_01501 , contact ,19,19,100.0
GFR_01501 , rib ,64,64,100.0
GFR_01500 , boss ,31,31,100.0
GFR_01500 , rib ,3,3,100.0
GFR_01499 , boss ,10,10,100.0
GFR_01498 , boss ,12,12,100.0
GFR_01497 , boss ,12,12,100.0
GFR_01490 , clip ,14,14,100.0
GFR_01495 , boss ,10,10,100.0
GFR_01495 , clip ,171,171,100.0
GFR_01494 , contact ,119,119,100.0
GFR_01494 , boss ,10,10,100.0
GFR_01493 , boss ,10,10,100.0
GFR_01493 , clip ,168,168,100.0
GFR_01493 , contact ,76,76,100.0
GFR_01479 , clip ,161,161,100.0
GFR_01478 , rib ,58,58,100.0
GFR_01504 , boss ,16,16,100.0
GFR_01451 , contact ,69,69,100.0
GFR_01457 , boss ,228,228,100.0
GFR_01457 , clip ,173,173,100.0
GFR_01457 , contact ,65,65,100.0
GFR_01455 , contact ,553,553,100.0
GFR_01454 , boss ,43,43,100.0
GFR_01452 , clip ,60,60,100.0
GFR_01451 , rib ,139,139,100.0
GFR_01450 , rib ,42,42,100.0
GFR_01458 , clip ,40,40,100.0
GFR_01450 , clip ,30,30,100.0
GFR_01450 , contact ,54,54,100.0
GFR_01449 , rib ,26,26,100.0
GFR_01449 , boss ,130,130,100.0
GFR_01449 , clip ,92,92,100.0
GFR_01448 , contact ,174,174,100.0
GFR_01448 , clip ,213,213,100.0
GFR_01458 , rib ,55,55,100.0
GFR_01459 , contact ,39,39,100.0
GFR_01477 , clip ,110,110,100.0
GFR_01469 , clip ,20,20,100.0
GFR_01476 , rib ,10,10,100.0
GFR_01476 , contact ,50,50,100.0
GFR_01476 , clip ,15,15,100.0
GFR_01475 , clip ,48,48,100.0
GFR_01475 , boss ,30,30,100.0
GFR_01473 , rib ,63,63,100.0
GFR_01471 , rib ,159,159,100.0
GFR_01469 , rib ,48,48,100.0
GFR_01461 , clip ,128,128,100.0
GFR_01468 , contact ,212,212,100.0
GFR_01468 , rib ,103,103,100.0
GFR_01466 , clip ,66,66,100.0
GFR_01465 , rib ,25,25,100.0
GFR_01464 , clip ,103,103,100.0
GFR_01462 , clip ,419,419,100.0
GFR_01461 , rib ,234,234,100.0
GFR_01503 , contact ,19,19,100.0
GFR_01504 , clip ,29,29,100.0
GFR_01447 , contact ,59,59,100.0
GFR_01548 , rib ,28,28,100.0
GFR_01551 , clip ,34,34,100.0
GFR_01550 , rib ,28,28,100.0
GFR_01550 , clip ,34,34,100.0
GFR_01549 , clip ,28,28,100.0
GFR_01549 , rib ,28,28,100.0
GFR_01549 , rib ,28,28,100.0
GFR_01549 , clip ,28,28,100.0
GFR_01548 , clip ,28,28,100.0
GFR_01552 , rib ,35,35,100.0
GFR_01548 , rib ,28,28,100.0
GFR_01548 , clip ,28,28,100.0
GFR_01547 , contact ,145,145,100.0
GFR_01547 , rib ,63,63,100.0
GFR_01546 , rib ,140,140,100.0
GFR_01546 , boss ,6,6,100.0
GFR_01544 , rib ,103,103,100.0
GFR_01551 , rib ,28,28,100.0
GFR_01554 , contact ,104,104,100.0
GFR_01543 , contact ,73,73,100.0
GFR_01559 , clip ,31,31,100.0
GFR_01565 , contact ,10,10,100.0
GFR_01565 , clip ,161,161,100.0
GFR_01564 , rib ,64,64,100.0
GFR_01564 , clip ,28,28,100.0
GFR_01563 , contact ,65,65,100.0
GFR_01562 , contact ,65,65,100.0
GFR_01561 , contact ,24,24,100.0
GFR_01559 , rib ,26,26,100.0
GFR_01555 , clip ,41,41,100.0
GFR_01559 , contact ,18,18,100.0
GFR_01557 , contact ,743,743,100.0
GFR_01557 , clip ,41,41,100.0
GFR_01557 , rib ,46,46,100.0
GFR_01556 , rib ,21,21,100.0
GFR_01555 , contact ,743,743,100.0
GFR_01555 , rib ,46,46,100.0
GFR_01544 , contact ,73,73,100.0
GFR_01543 , rib ,103,103,100.0
GFR_01504 , rib ,9,9,100.0
GFR_01516 , contact ,108,108,100.0
GFR_01525 , contact ,277,277,100.0
GFR_01524 , rib ,241,241,100.0
GFR_01524 , clip ,124,124,100.0
GFR_01523 , contact ,216,216,100.0
GFR_01522 , clip ,65,65,100.0
GFR_01522 , rib ,28,28,100.0
GFR_01519 , clip ,252,252,100.0
GFR_01514 , clip ,17,17,100.0
GFR_01527 , clip ,65,65,100.0
GFR_01512 , clip ,17,17,100.0
GFR_01511 , boss ,5,5,100.0
GFR_01511 , rib ,136,136,100.0
GFR_01510 , rib ,127,127,100.0
GFR_01507 , contact ,54,54,100.0
GFR_01506 , boss ,35,35,100.0
GFR_01505 , contact ,56,56,100.0
GFR_01526 , contact ,382,382,100.0
GFR_01527 , rib ,37,37,100.0
GFR_01542 , rib ,43,43,100.0
GFR_01534 , contact ,216,216,100.0
GFR_01542 , clip ,10,10,100.0
GFR_01542 , contact ,24,24,100.0
GFR_01540 , rib ,43,43,100.0
GFR_01540 , contact ,24,24,100.0
GFR_01540 , clip ,10,10,100.0
GFR_01535 , rib ,88,88,100.0
GFR_01535 , contact ,309,309,100.0
GFR_01533 , contact ,120,120,100.0
GFR_01528 , contact ,216,216,100.0
GFR_01532 , rib ,22,22,100.0
GFR_01532 , contact ,15,15,100.0
GFR_01532 , clip ,19,19,100.0
GFR_01531 , contact ,382,382,100.0
GFR_01530 , clip ,189,189,100.0
GFR_01530 , contact ,88,88,100.0
GFR_01529 , clip ,124,124,100.0
GFR_01447 , boss ,191,191,100.0
GFR_01447 , clip ,162,162,100.0
GFR_01767 , rib ,302,302,100.0
GFR_01381 , clip ,511,511,100.0
GFR_01387 , rib ,58,58,100.0
GFR_01386 , rib ,33,33,100.0
GFR_01384 , rib ,120,120,100.0
GFR_01383 , boss ,39,39,100.0
GFR_01383 , contact ,32,32,100.0
GFR_01382 , boss ,69,69,100.0
GFR_01381 , contact ,75,75,100.0
GFR_01380 , rib ,34,34,100.0
GFR_01389 , clip ,38,38,100.0
GFR_01380 , clip ,110,110,100.0
GFR_01378 , rib ,34,34,100.0
GFR_01378 , clip ,122,122,100.0
GFR_01377 , contact ,29,29,100.0
GFR_01377 , boss ,17,17,100.0
GFR_01376 , boss ,15,15,100.0
GFR_01355 , contact ,42,42,100.0
GFR_01388 , rib ,50,50,100.0
GFR_01393 , rib ,24,24,100.0
GFR_01354 , contact ,802,802,100.0
GFR_01397 , rib ,35,35,100.0
GFR_01400 , clip ,249,249,100.0
GFR_01400 , rib ,136,136,100.0
GFR_01399 , boss ,26,26,100.0
GFR_01399 , clip ,138,138,100.0
GFR_01399 , rib ,88,88,100.0
GFR_01398 , rib ,35,35,100.0
GFR_01398 , contact ,52,52,100.0
GFR_01397 , contact ,50,50,100.0
GFR_01393 , clip ,58,58,100.0
GFR_01395 , boss ,47,47,100.0
GFR_01395 , clip ,250,250,100.0
GFR_01395 , contact ,14,14,100.0
GFR_01395 , rib ,135,135,100.0
GFR_01394 , rib ,92,92,100.0
GFR_01394 , clip ,132,132,100.0
GFR_01394 , boss ,26,26,100.0
GFR_01355 , boss ,20,20,100.0
GFR_01354 , rib ,3,3,100.0
GFR_01400 , boss ,44,44,100.0
GFR_01338 , rib ,25,25,100.0
GFR_01343 , clip ,223,223,100.0
GFR_01342 , contact ,54,54,100.0
GFR_01342 , boss ,21,21,100.0
GFR_01341 , clip ,206,206,100.0
GFR_01340 , boss ,6,6,100.0
GFR_01340 , clip ,91,91,100.0
GFR_01340 , rib ,12,12,100.0
GFR_01338 , clip ,180,180,100.0
GFR_01345 , boss ,20,20,100.0
GFR_01337 , rib ,72,72,100.0
GFR_01336 , boss ,73,73,100.0
GFR_01336 , clip ,86,86,100.0
GFR_01336 , contact ,73,73,100.0
GFR_01336 , rib ,6,6,100.0
GFR_01336 , rib ,6,6,100.0
GFR_01336 , contact ,73,73,100.0
GFR_01343 , contact ,107,107,100.0
GFR_01345 , contact ,18,18,100.0
GFR_01353 , contact ,31,31,100.0
GFR_01350 , rib ,214,214,100.0
GFR_01353 , rib ,42,42,100.0
GFR_01353 , boss ,15,15,100.0
GFR_01352 , contact ,110,110,100.0
GFR_01351 , contact ,84,84,100.0
GFR_01351 , clip ,180,180,100.0
GFR_01350 , contact ,41,41,100.0
GFR_01350 , clip ,116,116,100.0
GFR_01349 , rib ,342,342,100.0
GFR_01346 , clip ,112,112,100.0
GFR_01349 , clip ,67,67,100.0
GFR_01348 , rib ,101,101,100.0
GFR_01348 , contact ,50,50,100.0
GFR_01348 , clip ,115,115,100.0
GFR_01347 , clip ,105,105,100.0
GFR_01347 , rib ,126,126,100.0
GFR_01346 , boss ,179,179,100.0
GFR_01400 , contact ,14,14,100.0
GFR_01401 , rib ,35,35,100.0
GFR_01447 , rib ,13,13,100.0
GFR_01433 , clip ,105,105,100.0
GFR_01436 , clip ,79,79,100.0
GFR_01435 , rib ,30,30,100.0
GFR_01435 , contact ,46,46,100.0
GFR_01434 , clip ,49,49,100.0
GFR_01434 , contact ,13,13,100.0
GFR_01434 , rib ,12,12,100.0
GFR_01433 , rib ,180,180,100.0
GFR_01433 , boss ,64,64,100.0
GFR_01437 , contact ,224,224,100.0
GFR_01428 , contact ,158,158,100.0
GFR_01428 , clip ,115,115,100.0
GFR_01428 , boss ,12,12,100.0
GFR_01427 , rib ,3,3,100.0
GFR_01427 , boss ,81,81,100.0
GFR_01427 , clip ,31,31,100.0
GFR_01426 , rib ,30,30,100.0
GFR_01436 , rib ,83,83,100.0
GFR_01437 , clip ,797,797,100.0
GFR_01426 , clip ,137,137,100.0
GFR_01441 , rib ,107,107,100.0
GFR_01446 , contact ,53,53,100.0
GFR_01445 , boss ,43,43,100.0
GFR_01445 , clip ,159,159,100.0
GFR_01444 , boss ,384,384,100.0
GFR_01444 , contact ,52,52,100.0
GFR_01443 , contact ,101,101,100.0
GFR_01443 , boss ,42,42,100.0
GFR_01441 , boss ,5,5,100.0
GFR_01438 , clip ,239,239,100.0
GFR_01441 , contact ,32,32,100.0
GFR_01441 , clip ,82,82,100.0
GFR_01440 , contact ,42,42,100.0
GFR_01440 , boss ,5,5,100.0
GFR_01440 , rib ,247,247,100.0
GFR_01439 , clip ,154,154,100.0
GFR_01438 , rib ,24,24,100.0
GFR_01426 , contact ,15,15,100.0
GFR_01425 , rib ,321,321,100.0
GFR_01401 , contact ,52,52,100.0
GFR_01405 , rib ,21,21,100.0
GFR_01411 , clip ,151,151,100.0
GFR_01410 , rib ,160,160,100.0
GFR_01409 , rib ,175,175,100.0
GFR_01408 , contact ,14,14,100.0
GFR_01408 , clip ,223,223,100.0
GFR_01406 , rib ,28,28,100.0
GFR_01406 , boss ,25,25,100.0
GFR_01405 , contact ,211,211,100.0
GFR_01412 , contact ,261,261,100.0
GFR_01405 , boss ,22,22,100.0
GFR_01404 , rib ,41,41,100.0
GFR_01404 , boss ,26,26,100.0
GFR_01403 , rib ,82,82,100.0
GFR_01403 , clip ,30,30,100.0
GFR_01402 , contact ,50,50,100.0
GFR_01402 , rib ,35,35,100.0
GFR_01411 , boss ,186,186,100.0
GFR_01412 , boss ,36,36,100.0
GFR_01424 , clip ,31,31,100.0
GFR_01418 , rib ,38,38,100.0
GFR_01421 , clip ,137,137,100.0
GFR_01421 , rib ,28,28,100.0
GFR_01421 , contact ,16,16,100.0
GFR_01420 , rib ,3,3,100.0
GFR_01420 , clip ,31,31,100.0
GFR_01419 , boss ,257,257,100.0
GFR_01419 , contact ,113,113,100.0
GFR_01417 , rib ,166,166,100.0
GFR_01413 , rib ,85,85,100.0
GFR_01417 , contact ,95,95,100.0
GFR_01417 , clip ,61,61,100.0
GFR_01417 , boss ,5,5,100.0
GFR_01416 , contact ,22,22,100.0
GFR_01416 , clip ,19,19,100.0
GFR_01415 , clip ,31,31,100.0
GFR_01414 , rib ,63,63,100.0
GFR_01565 , rib ,11,11,100.0
GFR_01566 , clip ,15,15,100.0
GFR_01566 , contact ,16,16,100.0
GFR_01706 , boss ,529,529,100.0
GFR_01709 , clip ,60,60,100.0
GFR_01708 , rib ,299,299,100.0
GFR_01708 , clip ,78,78,100.0
GFR_01707 , rib ,264,264,100.0
GFR_01707 , clip ,64,64,100.0
GFR_01707 , boss ,354,354,100.0
GFR_01706 , clip ,158,158,100.0
GFR_01705 , contact ,51,51,100.0
GFR_01710 , rib ,88,88,100.0
GFR_01705 , clip ,159,159,100.0
GFR_01704 , clip ,47,47,100.0
GFR_01703 , clip ,36,36,100.0
GFR_01702 , rib ,50,50,100.0
GFR_01701 , clip ,36,36,100.0
GFR_01701 , rib ,107,107,100.0
GFR_01700 , rib ,50,50,100.0
GFR_01709 , contact ,89,89,100.0
GFR_01710 , clip ,268,268,100.0
GFR_01698 , contact ,123,123,100.0
GFR_01715 , clip ,205,205,100.0
GFR_01719 , boss ,440,440,100.0
GFR_01719 , contact ,67,67,100.0
GFR_01719 , rib ,135,135,100.0
GFR_01718 , rib ,195,195,100.0
GFR_01717 , clip ,205,205,100.0
GFR_01717 , rib ,146,146,100.0
GFR_01716 , rib ,194,194,100.0
GFR_01715 , rib ,178,178,100.0
GFR_01711 , boss ,413,413,100.0
GFR_00001 , rib ,14,14,100.0
GFR_01713 , clip ,46,46,100.0
GFR_01712 , clip ,268,268,100.0
GFR_01712 , rib ,88,88,100.0
GFR_01711 , rib ,217,217,100.0
GFR_01711 , contact ,51,51,100.0
GFR_01711 , clip ,38,38,100.0
GFR_01699 , clip ,21,21,100.0
GFR_01698 , clip ,21,21,100.0
GFR_01720 , clip ,38,38,100.0
GFR_01676 , rib ,199,199,100.0
GFR_01682 , rib ,224,224,100.0
GFR_01681 , rib ,252,252,100.0
GFR_01679 , rib ,252,252,100.0
GFR_01678 , clip ,163,163,100.0
GFR_01676 , rib ,199,199,100.0
GFR_01676 , clip ,266,266,100.0
GFR_01676 , boss ,130,130,100.0
GFR_01676 , clip ,266,266,100.0
GFR_01685 , rib ,129,129,100.0
GFR_01676 , boss ,130,130,100.0
GFR_01675 , boss ,136,136,100.0
GFR_01675 , clip ,267,267,100.0
GFR_01675 , rib ,191,191,100.0
GFR_01674 , boss ,59,59,100.0
GFR_01674 , clip ,668,668,100.0
GFR_01674 , contact ,26,26,100.0
GFR_01682 , contact ,24,24,100.0
GFR_01686 , rib ,129,129,100.0
GFR_01696 , contact ,233,233,100.0
GFR_01692 , rib ,63,63,100.0
GFR_01696 , clip ,522,522,100.0
GFR_01696 , boss ,44,44,100.0
GFR_01695 , rib ,326,326,100.0
GFR_01695 , contact ,233,233,100.0
GFR_01695 , boss ,44,44,100.0
GFR_01695 , clip ,520,520,100.0
GFR_01693 , rib ,63,63,100.0
GFR_01691 , clip ,706,706,100.0
GFR_01687 , rib ,108,108,100.0
GFR_01691 , contact ,30,30,100.0
GFR_01689 , rib ,123,123,100.0
GFR_01689 , contact ,225,225,100.0
GFR_01688 , rib ,108,108,100.0
GFR_01688 , clip ,489,489,100.0
GFR_01687 , contact ,656,656,100.0
GFR_01687 , clip ,489,489,100.0
GFR_01719 , clip ,38,38,100.0
GFR_01720 , rib ,134,134,100.0
GFR_01566 , rib ,5,5,100.0
GFR_01748 , clip ,92,92,100.0
GFR_01751 , boss ,30,30,100.0
GFR_01751 , clip ,172,172,100.0
GFR_01751 , rib ,54,54,100.0
GFR_01750 , rib ,146,146,100.0
GFR_01749 , rib ,74,74,100.0
GFR_01749 , clip ,86,86,100.0
GFR_01749 , contact ,19,19,100.0
GFR_01748 , rib ,69,69,100.0
GFR_01752 , boss ,30,30,100.0
GFR_01748 , contact ,19,19,100.0
GFR_01747 , boss ,26,26,100.0
GFR_01747 , rib ,51,51,100.0
GFR_01747 , contact ,30,30,100.0
GFR_01746 , clip ,135,135,100.0
GFR_01746 , rib ,105,105,100.0
GFR_01746 , contact ,40,40,100.0
GFR_01751 , contact ,18,18,100.0
GFR_01752 , clip ,104,104,100.0
GFR_01745 , rib ,51,51,100.0
GFR_01759 , clip ,82,82,100.0
GFR_01767 , boss ,91,91,100.0
GFR_01767 , clip ,361,361,100.0
GFR_01766 , boss ,54,54,100.0
GFR_01765 , clip ,138,138,100.0
GFR_01764 , clip ,566,566,100.0
GFR_01764 , boss ,168,168,100.0
GFR_01760 , clip ,193,193,100.0
GFR_01758 , clip ,82,82,100.0
GFR_01752 , rib ,53,53,100.0
GFR_01757 , rib ,314,314,100.0
GFR_01756 , rib ,310,310,100.0
GFR_02194 , clip ,126,126,100.0
GFR_01754 , boss ,58,58,100.0
GFR_01754 , contact ,60,60,100.0
GFR_01753 , contact ,32,32,100.0
GFR_01753 , clip ,145,145,100.0
GFR_01745 , boss ,26,26,100.0
GFR_01745 , contact ,30,30,100.0
GFR_01720 , contact ,67,67,100.0
GFR_01727 , contact ,6,6,100.0
GFR_01732 , rib ,129,129,100.0
GFR_01731 , rib ,69,69,100.0
GFR_01730 , rib ,210,210,100.0
GFR_01730 , contact ,135,135,100.0
GFR_01730 , clip ,187,187,100.0
GFR_01729 , rib ,23,23,100.0
GFR_01729 , clip ,45,45,100.0
GFR_01727 , rib ,264,264,100.0
GFR_01732 , boss ,15,15,100.0
GFR_01726 , clip ,90,90,100.0
GFR_01724 , rib ,118,118,100.0
GFR_01724 , contact ,109,109,100.0
GFR_01723 , contact ,100,100,100.0
GFR_01722 , contact ,110,110,100.0
GFR_01721 , contact ,99,99,100.0
GFR_01720 , boss ,441,441,100.0
GFR_01732 , clip ,70,70,100.0
GFR_01732 , contact ,14,14,100.0
GFR_01744 , rib ,105,105,100.0
GFR_01738 , clip ,62,62,100.0
GFR_01744 , contact ,40,40,100.0
GFR_01742 , rib ,30,30,100.0
GFR_01742 , clip ,120,120,100.0
GFR_01741 , rib ,30,30,100.0
GFR_01741 , clip ,120,120,100.0
GFR_01740 , rib ,29,29,100.0
GFR_01739 , rib ,29,29,100.0
GFR_01736 , rib ,101,101,100.0
GFR_01733 , contact ,34,34,100.0
GFR_01735 , rib ,129,129,100.0
GFR_01735 , contact ,45,45,100.0
GFR_01735 , clip ,406,406,100.0
GFR_01735 , boss ,70,70,100.0
GFR_01734 , contact ,9,9,100.0
GFR_01734 , clip ,301,301,100.0
GFR_01733 , rib ,84,84,100.0
GFR_01673 , boss ,59,59,100.0
GFR_01673 , clip ,659,659,100.0
GFR_01673 , contact ,28,28,100.0
GFR_01594 , contact ,109,109,100.0
GFR_01597 , contact ,367,367,100.0
GFR_01597 , clip ,264,264,100.0
GFR_01597 , rib ,181,181,100.0
GFR_01596 , clip ,178,178,100.0
GFR_01596 , rib ,53,53,100.0
GFR_01595 , clip ,140,140,100.0
GFR_01594 , clip ,86,86,100.0
GFR_01594 , rib ,32,32,100.0
GFR_01599 , rib ,67,67,100.0
GFR_01593 , clip ,169,169,100.0
GFR_01593 , rib ,68,68,100.0
GFR_01592 , clip ,80,80,100.0
GFR_01592 , rib ,203,203,100.0
GFR_01591 , clip ,84,84,100.0
GFR_01591 , rib ,199,199,100.0
GFR_01590 , boss ,76,76,100.0
GFR_01598 , clip ,16,16,100.0
GFR_01600 , rib ,182,182,100.0
GFR_01589 , rib ,19,19,100.0
GFR_01606 , clip ,53,53,100.0
GFR_01609 , clip ,159,159,100.0
GFR_01608 , rib ,67,67,100.0
GFR_01608 , contact ,142,142,100.0
GFR_01608 , clip ,110,110,100.0
GFR_01607 , contact ,142,142,100.0
GFR_01607 , rib ,67,67,100.0
GFR_01606 , contact ,31,31,100.0
GFR_01605 , contact ,49,49,100.0
GFR_01601 , clip ,28,28,100.0
GFR_01604 , contact ,103,103,100.0
GFR_01604 , clip ,275,275,100.0
GFR_01603 , rib ,59,59,100.0
GFR_01603 , clip ,255,255,100.0
GFR_01602 , rib ,51,51,100.0
GFR_01602 , clip ,28,28,100.0
GFR_01601 , rib ,51,51,100.0
GFR_01590 , contact ,114,114,100.0
GFR_01589 , clip ,142,142,100.0
GFR_01672 , contact ,55,55,100.0
GFR_01576 , rib ,30,30,100.0
GFR_01580 , clip ,70,70,100.0
GFR_01579 , contact ,287,287,100.0
GFR_01578 , contact ,72,72,100.0
GFR_01578 , boss ,18,18,100.0
GFR_01577 , clip ,25,25,100.0
GFR_01577 , rib ,14,14,100.0
GFR_01576 , contact ,6,6,100.0
GFR_01575 , clip ,7,7,100.0
GFR_01581 , clip ,70,70,100.0
GFR_01575 , contact ,9,9,100.0
GFR_01575 , rib ,10,10,100.0
GFR_01574 , rib ,141,141,100.0
GFR_01574 , clip ,214,214,100.0
GFR_01568 , rib ,5,5,100.0
GFR_01568 , contact ,16,16,100.0
GFR_01568 , clip ,15,15,100.0
GFR_01580 , contact ,107,107,100.0
GFR_01581 , contact ,107,107,100.0
GFR_01588 , rib ,19,19,100.0
GFR_01584 , rib ,25,25,100.0
GFR_01587 , rib ,78,78,100.0
GFR_01587 , clip ,180,180,100.0
GFR_01586 , rib ,80,80,100.0
GFR_01586 , clip ,218,218,100.0
GFR_01585 , rib ,116,116,100.0
GFR_01585 , clip ,53,53,100.0
GFR_01584 , clip ,61,61,100.0
GFR_01584 , contact ,285,285,100.0
GFR_01582 , rib ,6,6,100.0
GFR_01583 , rib ,6,6,100.0
GFR_01583 , rib ,6,6,100.0
GFR_01583 , contact ,6,6,100.0
GFR_01583 , contact ,6,6,100.0
GFR_01582 , rib ,6,6,100.0
GFR_01582 , contact ,6,6,100.0
GFR_01582 , contact ,6,6,100.0
GFR_01609 , contact ,152,152,100.0
GFR_01610 , clip ,159,159,100.0
GFR_01610 , contact ,152,152,100.0
GFR_01645 , clip ,164,164,100.0
GFR_01650 , contact ,23,23,100.0
GFR_01650 , rib ,56,56,100.0
GFR_01649 , contact ,144,144,100.0
GFR_01649 , clip ,248,248,100.0
GFR_01648 , boss ,116,116,100.0
GFR_01647 , clip ,164,164,100.0
GFR_01646 , contact ,130,130,100.0
GFR_01645 , boss ,130,130,100.0
GFR_01651 , rib ,355,355,100.0
GFR_01645 , contact ,155,155,100.0
GFR_01643 , contact ,130,130,100.0
GFR_01642 , boss ,272,272,100.0
GFR_01642 , clip ,212,212,100.0
GFR_01641 , clip ,118,118,100.0
GFR_01641 , contact ,170,170,100.0
GFR_01640 , clip ,237,237,100.0
GFR_01650 , clip ,22,22,100.0
GFR_01651 , boss ,58,58,100.0
GFR_01611 , rib ,271,271,100.0
GFR_01669 , rib ,132,132,100.0
GFR_01672 , clip ,54,54,100.0
GFR_01671 , clip ,105,105,100.0
GFR_01671 , contact ,48,48,100.0
GFR_01670 , rib ,31,31,100.0
GFR_01670 , clip ,573,573,100.0
GFR_01669 , clip ,316,316,100.0
GFR_01669 , contact ,97,97,100.0
GFR_01668 , clip ,432,432,100.0
GFR_01653 , boss ,107,107,100.0
GFR_01661 , clip ,171,171,100.0
GFR_01660 , contact ,215,215,100.0
GFR_01660 , rib ,272,272,100.0
GFR_01659 , contact ,39,39,100.0
GFR_01656 , rib ,177,177,100.0
GFR_01656 , clip ,135,135,100.0
GFR_01655 , boss ,107,107,100.0
GFR_01639 , clip ,238,238,100.0
GFR_01639 , contact ,286,286,100.0
GFR_01638 , clip ,231,231,100.0
GFR_01617 , rib ,119,119,100.0
GFR_01623 , boss ,27,27,100.0
GFR_01623 , rib ,175,175,100.0
GFR_01622 , contact ,200,200,100.0
GFR_01622 , boss ,480,480,100.0
GFR_01618 , clip ,171,171,100.0
GFR_01618 , contact ,136,136,100.0
GFR_01618 , rib ,119,119,100.0
GFR_01617 , contact ,137,137,100.0
GFR_01637 , clip ,231,231,100.0
GFR_01617 , clip ,172,172,100.0
GFR_01616 , clip ,209,209,100.0
GFR_01616 , rib ,53,53,100.0
GFR_01615 , clip ,209,209,100.0
GFR_01615 , rib ,53,53,100.0
GFR_01612 , clip ,119,119,100.0
GFR_01612 , rib ,273,273,100.0
GFR_01624 , rib ,34,34,100.0
GFR_01625 , clip ,205,205,100.0
GFR_01626 , boss ,436,436,100.0
GFR_01626 , contact ,188,188,100.0
GFR_01636 , contact ,238,238,100.0
GFR_01635 , clip ,200,200,100.0
GFR_01634 , clip ,449,449,100.0
GFR_01632 , boss ,220,220,100.0
GFR_01631 , clip ,322,322,100.0
GFR_01631 , boss ,29,29,100.0
GFR_01630 , clip ,60,60,100.0
GFR_01630 , rib ,28,28,100.0
GFR_01630 , contact ,10,10,100.0
GFR_01629 , boss ,34,34,100.0
GFR_01629 , contact ,70,70,100.0
GFR_01629 , rib ,8,8,100.0
GFR_01629 , clip ,33,33,100.0
GFR_01627 , boss ,26,26,100.0
GFR_01627 , rib ,175,175,100.0
GFR_02193 , contact ,62,62,100.0
GFR_02200 , rib ,144,144,100.0
GFR_02195 , boss ,28,28,100.0
GFR_02195 , contact ,20,20,100.0
GFR_03023 , rib ,27,27,100.0
GFR_03022 , rib ,53,53,100.0
GFR_03022 , clip ,104,104,100.0
GFR_03021 , boss ,9,9,100.0
GFR_03019 , boss ,3,3,100.0
GFR_03018 , clip ,38,38,100.0
GFR_03018 , contact ,16,16,100.0
GFR_03017 , rib ,37,37,100.0
GFR_03017 , clip ,55,55,100.0
GFR_03016 , rib ,156,156,100.0
GFR_03016 , clip ,100,100,100.0
GFR_03014 , rib ,117,117,100.0
GFR_03013 , contact ,14,14,100.0
GFR_03013 , boss ,31,31,100.0
GFR_03011 , rib ,201,201,100.0
GFR_03010 , rib ,65,65,100.0
GFR_03010 , clip ,43,43,100.0
GFR_03025 , boss ,29,29,100.0
GFR_03025 , rib ,351,351,100.0
GFR_03026 , contact ,345,345,100.0
GFR_03032 , contact ,136,136,100.0
GFR_03036 , rib ,48,48,100.0
GFR_03035 , contact ,158,158,100.0
GFR_03035 , clip ,58,58,100.0
GFR_03034 , rib ,67,67,100.0
GFR_03034 , clip ,216,216,100.0
GFR_03033 , rib ,44,44,100.0
GFR_03032 , boss ,6,6,100.0
GFR_03031 , clip ,264,264,100.0
GFR_03026 , rib ,72,72,100.0
GFR_03031 , contact ,181,181,100.0
GFR_03031 , rib ,228,228,100.0
GFR_03029 , contact ,199,199,100.0
GFR_03029 , clip ,14,14,100.0
GFR_03028 , rib ,12,12,100.0
GFR_03028 , clip ,48,48,100.0
GFR_03027 , clip ,38,38,100.0
GFR_03009 , contact ,23,23,100.0
GFR_03006 , clip ,364,364,100.0
GFR_03004 , clip ,130,130,100.0
GFR_02975 , clip ,18,18,100.0
GFR_02983 , rib ,55,55,100.0
GFR_02983 , boss ,16,16,100.0
GFR_02980 , contact ,168,168,100.0
GFR_02979 , boss ,50,50,100.0
GFR_02979 , rib ,349,349,100.0
GFR_02978 , contact ,364,364,100.0
GFR_02977 , rib ,196,196,100.0
GFR_02975 , rib ,23,23,100.0
GFR_02984 , clip ,159,159,100.0
GFR_02975 , contact ,164,164,100.0
GFR_02974 , rib ,176,176,100.0
GFR_02974 , contact ,192,192,100.0
GFR_02974 , clip ,148,148,100.0
GFR_02973 , clip ,57,57,100.0
GFR_02971 , rib ,90,90,100.0
GFR_02971 , contact ,37,37,100.0
GFR_02984 , contact ,47,47,100.0
GFR_02988 , clip ,45,45,100.0
GFR_03004 , rib ,141,141,100.0
GFR_02998 , rib ,186,186,100.0
GFR_03002 , boss ,12,12,100.0
GFR_03002 , rib ,42,42,100.0
GFR_03001 , rib ,69,69,100.0
GFR_03001 , boss ,30,30,100.0
GFR_03001 , contact ,118,118,100.0
GFR_03000 , rib ,117,117,100.0
GFR_03000 , clip ,60,60,100.0
GFR_02997 , clip ,281,281,100.0
GFR_02992 , contact ,246,246,100.0
GFR_02996 , clip ,17,17,100.0
